title,company,location,date_posted,link
Intermediate Software Developer - Permanent - 17566,LRO Staffing,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/intermediate-software-developer-permanent-17566-at-lro-staffing-4016853634?position=9&pageNum=18&refId=9IUyZEjWHXT4hO7RmT89Rw%3D%3D&trackingId=B6a75XJYwdMbVrtkmKdYDA%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Linux Software Engineer,Canonical,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/embedded-linux-software-engineer-at-canonical-3959705522?position=10&pageNum=18&refId=9IUyZEjWHXT4hO7RmT89Rw%3D%3D&trackingId=l7BUFMC79Saw%2FbQ3b7FI2w%3D%3D&trk=public_jobs_jserp-result_search-card
Systems Engineer,Searidge Technologies,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/systems-engineer-at-searidge-technologies-3982211748?position=1&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=WOYcoZS5WZIR0nMdaEMPjA%3D%3D&trk=public_jobs_jserp-result_search-card
C++ Software Engineer,Actalent,"Ottawa, Ontario, Canada",2 hours ago,https://ca.linkedin.com/jobs/view/c%2B%2B-software-engineer-at-actalent-4020034329?position=2&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=MoDliwMlzMaD%2BGhwAIaaZg%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Frontend Developer - React Specialist,CORE Migration,"Kanata, Ontario, Canada",6 days ago,https://ca.linkedin.com/jobs/view/senior-frontend-developer-react-specialist-at-core-migration-4013118930?position=3&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=xtcLEOaPTTE5h9FOkmwmxg%3D%3D&trk=public_jobs_jserp-result_search-card
Cloud Backend Developer,Syntronic - A Global Design House,"Kanata, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/cloud-backend-developer-at-syntronic-a-global-design-house-3955071801?position=4&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=KmEDwqQ1PqalVOqIhvzlWw%3D%3D&trk=public_jobs_jserp-result_search-card
"Staff Engineer, Identity Access Management",Fullscript,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/staff-engineer-identity-access-management-at-fullscript-3985180855?position=5&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=NQ4oGZUwrw7Ph5HbuFMAtg%3D%3D&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,HireRoad,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-hireroad-4004722581?position=6&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=JJaRwyIxQ22%2BA8XBGeTVog%3D%3D&trk=public_jobs_jserp-result_search-card
Junior Linux Kernel Engineer - Ubuntu,Canonical,"Gatineau, Quebec, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/junior-linux-kernel-engineer-ubuntu-at-canonical-4007368447?position=7&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=N8mfwSEhxM3zFj4gtMMPlA%3D%3D&trk=public_jobs_jserp-result_search-card
iOS Developer,Seven Hills Group Technologies Inc.,"Ottawa, Ontario, Canada",4 months ago,https://ca.linkedin.com/jobs/view/ios-developer-at-seven-hills-group-technologies-inc-3904501288?position=8&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=dNUZ39mnbuCmAz3Kd0iomQ%3D%3D&trk=public_jobs_jserp-result_search-card
"Python and Kubernetes Software Engineer - Data, AI/ML & Analytics",Canonical,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/python-and-kubernetes-software-engineer-data-ai-ml-analytics-at-canonical-4011647460?position=9&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=0xU1uCZIF6J%2Bmutoz5lYig%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Cross-platform C++ - Multipass,Canonical,"Gatineau, Quebec, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/software-engineer-cross-platform-c%2B%2B-multipass-at-canonical-3999536578?position=10&pageNum=19&refId=mFn0pj3IBZ66ntkGd6nIvw%3D%3D&trackingId=kRS72tb0QTLTElJG6T79fQ%3D%3D&trk=public_jobs_jserp-result_search-card
Microservices Engineer,Canonical,"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/microservices-engineer-at-canonical-4016913729?position=1&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=btbhJ8%2BnTT7XjjxIMtwNYg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer (Hybrid),Calian Group,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/software-developer-hybrid-at-calian-group-3973387392?position=2&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=qv38AcVXg6ldwiFMCo3nSQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer - Embedded Systems (AUTOSAR Adaptive),Syntronic - A Global Design House,"Kanata, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/software-developer-embedded-systems-autosar-adaptive-at-syntronic-a-global-design-house-3955070792?position=3&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=GYf1VWjhxOebf54Jkg1DYg%3D%3D&trk=public_jobs_jserp-result_search-card
Mobile Application Developer,Solink,"Kanata, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/mobile-application-developer-at-solink-3976452458?position=4&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=hue2cb6ViYg1MTQ%2FHGictw%3D%3D&trk=public_jobs_jserp-result_search-card
"Software Engineer, Sustaining Engineering",Canonical,"Gatineau, Quebec, Canada",4 days ago,https://ca.linkedin.com/jobs/view/software-engineer-sustaining-engineering-at-canonical-4016912859?position=5&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=w9GRUDHx%2FW5Z3RqPovjylA%3D%3D&trk=public_jobs_jserp-result_search-card
"Software Developer, Test",Telesat,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/software-developer-test-at-telesat-3981604708?position=6&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=XlKe6czryd30Fgvry77qlA%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - OpenStack,Canonical,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/software-engineer-openstack-at-canonical-4006364838?position=7&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=AqQVUYVSUAsAosgcCog13Q%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer,L3Harris Technologies,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-developer-at-l3harris-technologies-4013766381?position=8&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=IlrYxfv8A%2BJ3vcrNvkbSAg%3D%3D&trk=public_jobs_jserp-result_search-card
DevOps Engineer Co-op/Intern,Nokia,"Kanata, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/devops-engineer-co-op-intern-at-nokia-4006283796?position=9&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=EJr%2BGXQk26kf7Pi4YgPwcw%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer (LS369),Telesat,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-developer-ls369-at-telesat-4012177715?position=10&pageNum=20&refId=9Pnj6GYReAfN13tD5Ei3%2BQ%3D%3D&trackingId=6WQAD9krLqlTVOFyHytxMw%3D%3D&trk=public_jobs_jserp-result_search-card
Data Engineer,Thales,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/data-engineer-at-thales-4017020202?position=1&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=lQRLHbPK8hH5z8YqlG4hMg%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded SW Developer,Artech L.L.C.,"Kanata, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/embedded-sw-developer-at-artech-l-l-c-4007962618?position=2&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=L1BcDI7%2FGP3A5v9HCO9Osg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Test Automation Co-op/Intern,Nokia,"Kanata, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/software-test-automation-co-op-intern-at-nokia-4006649678?position=3&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=0INlF4L3G1Agdy2mhrMfLw%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer for Training AI Data (Python),G2i Inc.,"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/software-engineer-for-training-ai-data-python-at-g2i-inc-4016227264?position=4&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=zyphfkl%2FwUHaE%2FHARRFPeg%3D%3D&trk=public_jobs_jserp-result_search-card
Test Automation Engineer,Artech L.L.C.,"Kanata, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/test-automation-engineer-at-artech-l-l-c-4003736339?position=5&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=imwCdmPGPp3bQkO6Xz9%2Fvw%3D%3D&trk=public_jobs_jserp-result_search-card
Test Automation Software Developer,Actalent,"Kanata, Ontario, Canada",2 hours ago,https://ca.linkedin.com/jobs/view/test-automation-software-developer-at-actalent-4020033150?position=6&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=NkguuULWqyyMvU29sUNZcw%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Python and K8s,Canonical,"Gatineau, Quebec, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/software-engineer-python-and-k8s-at-canonical-4002994536?position=7&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=DIHr79iNoD7pAHFLaYki9w%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Industrial IoT,Canonical,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/software-engineer-industrial-iot-at-canonical-3959713751?position=8&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=Zn4eitfGsyUfPu1c6Y%2FSJQ%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Software Engineer,Infinera,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/embedded-software-engineer-at-infinera-3975896081?position=9&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=vgLJ1ryiARFAqF87rPmDyw%3D%3D&trk=public_jobs_jserp-result_search-card
Intermediate Project Engineer,Gastops,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/intermediate-project-engineer-at-gastops-3985828891?position=10&pageNum=21&refId=tQQcpX%2Fsf3cHFTYAqmHJaA%3D%3D&trackingId=XwXu0Kj635G6YCYx26ty2w%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Identity Management for Canonical Products,Canonical,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-engineer-identity-management-for-canonical-products-at-canonical-4013363802?position=1&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=YfdY%2BylNh%2FoZlObVaSBXnQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Python/Golang - Kubernetes,Canonical,"Gatineau, Quebec, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/software-engineer-python-golang-kubernetes-at-canonical-4000589195?position=2&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=iKkXdpSguMrl0UwN53mzzQ%3D%3D&trk=public_jobs_jserp-result_search-card
PeopleSoft Developer,TV2 Consulting,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/peoplesoft-developer-at-tv2-consulting-3965556214?position=3&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=rmPlkmKdEFsoKmV34ZtJIA%3D%3D&trk=public_jobs_jserp-result_search-card
Software Automation Test Developer,Procom,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/software-automation-test-developer-at-procom-3981627480?position=4&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=pBtPkP9U%2FRPDytS4cao3mQ%3D%3D&trk=public_jobs_jserp-result_search-card
Full Stack AI Developer (Job req 32024-267),Ross Video,"Ottawa, Ontario, Canada",22 hours ago,https://ca.linkedin.com/jobs/view/full-stack-ai-developer-job-req-32024-267-at-ross-video-4018444768?position=5&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=3TsFZdMY22VXJGBhue2%2BVw%3D%3D&trk=public_jobs_jserp-result_search-card
"Distributed Systems Software Engineer, Python / Go",Canonical,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/distributed-systems-software-engineer-python-go-at-canonical-4001459356?position=6&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=qXDGuWz684DURbtv6m%2B3hw%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - packaging - optimize Ubuntu Server for public clouds,Canonical,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-engineer-packaging-optimize-ubuntu-server-for-public-clouds-at-canonical-4013774806?position=7&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=Tsj3Ij931NA8FcnKPBjqvA%3D%3D&trk=public_jobs_jserp-result_search-card
"Intermediate Software Developer, Machine Learning",Kinaxis,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/intermediate-software-developer-machine-learning-at-kinaxis-3988118257?position=8&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=2fd42XOD34souEW9Z%2FEM8Q%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Engineer / Team Lead (Remote within Canada),Tripadvisor,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-software-engineer-team-lead-remote-within-canada-at-tripadvisor-3970395662?position=9&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=jlSUeTUwBciDn7XYQv%2FXTQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software-Defined Networking Engineer,Canonical,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/software-defined-networking-engineer-at-canonical-3960089963?position=10&pageNum=22&refId=68jCI5E8O%2Ber0YjxJFlqmQ%3D%3D&trackingId=FKQStZ2nf%2BwK%2BptU6xCqkw%3D%3D&trk=public_jobs_jserp-result_search-card
Applied AI Engineer,Trend Micro,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/applied-ai-engineer-at-trend-micro-4017469900?position=1&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=nrZ6ZTU3kjcKrXgU3dYUBA%3D%3D&trk=public_jobs_jserp-result_search-card
ServiceNow Developer,TRM Technologies Inc.,"Ottawa, Ontario, Canada",7 months ago,https://ca.linkedin.com/jobs/view/servicenow-developer-at-trm-technologies-inc-3818335868?position=2&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=O0x4JGV9rM2m0Pkfs%2Bv1EA%3D%3D&trk=public_jobs_jserp-result_search-card
SOFTWARE VERIFICATION AND VALIDATION ENGINEER (TEST AUTOMATION) (PYTHON),Epsilon Solutions Ltd.,"Ottawa, Ontario, Canada",4 weeks ago,https://ca.linkedin.com/jobs/view/software-verification-and-validation-engineer-test-automation-python-at-epsilon-solutions-ltd-3997091283?position=3&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=Qvx3S5aLalNA%2B7kpeK%2FB0w%3D%3D&trk=public_jobs_jserp-result_search-card
Co-op Software Developer - Real-Time Operating System,Huawei Canada,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/co-op-software-developer-real-time-operating-system-at-huawei-canada-4014574367?position=4&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=4TH%2FrHMAPF5rOg4rdMkj1g%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Cloud Images,Canonical,"Gatineau, Quebec, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-engineer-cloud-images-at-canonical-4014096543?position=5&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=HEVQigLJ7AtjrendHLvbQg%3D%3D&trk=public_jobs_jserp-result_search-card
AUTOSAR Software Developer,Actalent,"Ottawa, Ontario, Canada",4 weeks ago,https://ca.linkedin.com/jobs/view/autosar-software-developer-at-actalent-3996519189?position=6&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=u2trY%2BUoirZUajbRbRv7ow%3D%3D&trk=public_jobs_jserp-result_search-card
Coldfusion Developer-Canada Secret level Clearance required,TV2 Consulting,"Ottawa, Ontario, Canada",10 months ago,https://ca.linkedin.com/jobs/view/coldfusion-developer-canada-secret-level-clearance-required-at-tv2-consulting-3772884320?position=7&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=NvOj4PO6YwAqMfQYhJgPNg%3D%3D&trk=public_jobs_jserp-result_search-card
Python Software Engineer - Ubuntu Hardware Certification Team,Canonical,"Gatineau, Quebec, Canada",1 week ago,https://ca.linkedin.com/jobs/view/python-software-engineer-ubuntu-hardware-certification-team-at-canonical-4010358901?position=8&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=YKV0UGm%2BCL53XBiGQJHt0w%3D%3D&trk=public_jobs_jserp-result_search-card
Salesforce Developer,Sectigo,"Kanata, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/salesforce-developer-at-sectigo-3995436094?position=9&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=k2d9epIrxwTf3GCkk0whNg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Developer - Software Tester Middleware.,Altair,"Kanata, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/software-developer-software-tester-middleware-at-altair-3973574540?position=10&pageNum=23&refId=P9xw6Cv%2B%2BT2MZOHhvJJbJw%3D%3D&trackingId=0FPUwwhAzKceY%2BysRw52cQ%3D%3D&trk=public_jobs_jserp-result_search-card
DevOps Engineer,NR Consulting,"Ottawa, Ontario, Canada",7 months ago,https://ca.linkedin.com/jobs/view/devops-engineer-at-nr-consulting-3819938705?position=1&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=9Q0rpnMMQNo8%2FD%2B9wx%2BmhQ%3D%3D&trk=public_jobs_jserp-result_search-card
Bilingual Software Developer,TRM Technologies Inc.,"Ottawa, Ontario, Canada",5 months ago,https://ca.linkedin.com/jobs/view/bilingual-software-developer-at-trm-technologies-inc-3870770424?position=2&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=BhVtCQzuVbWrLySnvsCy3A%3D%3D&trk=public_jobs_jserp-result_search-card
Juju Software Engineer (Go),Canonical,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/juju-software-engineer-go-at-canonical-3960096295?position=3&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=xu1HYIeVk0UsxxRlEnuFiA%3D%3D&trk=public_jobs_jserp-result_search-card
Intermediate Software Developer- Onsite Position,Curtiss-Wright Corporation,"Ottawa, Ontario, Canada",6 hours ago,https://ca.linkedin.com/jobs/view/intermediate-software-developer-onsite-position-at-curtiss-wright-corporation-3985842003?position=4&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=9ZljXxNklFUn6OS8eZ0a6w%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Full Stack Developer,Solink,"Kanata, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/senior-full-stack-developer-at-solink-3984530740?position=5&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=gB0IzEl3VsdhEtVEQ9F%2FDA%3D%3D&trk=public_jobs_jserp-result_search-card
Automotive Embedded Test Automation Developer,Syntronic - A Global Design House,"Kanata, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/automotive-embedded-test-automation-developer-at-syntronic-a-global-design-house-3955074372?position=6&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=vp12fXWADtVwstcUAJfDZQ%3D%3D&trk=public_jobs_jserp-result_search-card
Security Software Engineer,Canonical,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/security-software-engineer-at-canonical-4018534028?position=7&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=bfBqAyd36%2Bqukw0xRSeceQ%3D%3D&trk=public_jobs_jserp-result_search-card
Sr. Full Stack Software Engineer,Forescout Technologies Inc.,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/sr-full-stack-software-engineer-at-forescout-technologies-inc-3916074822?position=8&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=XgfJPUjVFuzzCRi5msbYcA%3D%3D&trk=public_jobs_jserp-result_search-card
Test Automation Engineer,Diverse Lynx,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/test-automation-engineer-at-diverse-lynx-3998412334?position=9&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=rSid3RInjl0csLF9gUrXyQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer Senior,Altair,"Kanata, Ontario, Canada",19 hours ago,https://ca.linkedin.com/jobs/view/software-engineer-senior-at-altair-4019437631?position=10&pageNum=24&refId=KAD8zeOEiMUdGZzNuoyrIg%3D%3D&trackingId=PYlHd0R947VwJsvCqblHAA%3D%3D&trk=public_jobs_jserp-result_search-card
Data Engineer,HireRoad,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/data-engineer-at-hireroad-3994208985?position=1&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=wC%2FCbWZlhTrHk6K5R88C8Q%3D%3D&trk=public_jobs_jserp-result_search-card
Satellite Systems Engineer,Telesat,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/satellite-systems-engineer-at-telesat-4012978052?position=2&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=%2BR4a3rwVSx%2BgVvWeEkkrqQ%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Linux Software Engineer,Canonical,"Gatineau, Quebec, Canada",2 months ago,https://ca.linkedin.com/jobs/view/embedded-linux-software-engineer-at-canonical-3959705524?position=3&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=cokWUQ92VK6FO%2F9Nw31XCg%3D%3D&trk=public_jobs_jserp-result_search-card
Test Automation Developer,Actalent,"Ottawa, Ontario, Canada",4 weeks ago,https://ca.linkedin.com/jobs/view/test-automation-developer-at-actalent-3996520320?position=4&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=uvgkRP7MCE%2BRY%2F3k%2FvIsYw%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded C Software developer,W3Global,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/embedded-c-software-developer-at-w3global-4012342425?position=5&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=Jc8WYMWXuZ%2FIY9UrZl9r8Q%3D%3D&trk=public_jobs_jserp-result_search-card
Microservices Engineer,Canonical,"Gatineau, Quebec, Canada",4 days ago,https://ca.linkedin.com/jobs/view/microservices-engineer-at-canonical-4016913724?position=6&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=ZU%2BdzEjYW8581zvw97DfZw%3D%3D&trk=public_jobs_jserp-result_search-card
"Python and Kubernetes Software Engineer - Data, AI/ML & Analytics",Canonical,"Gatineau, Quebec, Canada",1 week ago,https://ca.linkedin.com/jobs/view/python-and-kubernetes-software-engineer-data-ai-ml-analytics-at-canonical-4011648374?position=7&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=DQ4%2FsVlCB1LS7r2qdt8m6g%3D%3D&trk=public_jobs_jserp-result_search-card
Python Software Engineer - Ubuntu Server Certification,Canonical,"Gatineau, Quebec, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/python-software-engineer-ubuntu-server-certification-at-canonical-4008806154?position=8&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=46M3vYOckQVjlXp2nzGWhg%3D%3D&trk=public_jobs_jserp-result_search-card
HANA SQL Script Modelling and Development Engineer- Canada,Zortech Solutions,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/hana-sql-script-modelling-and-development-engineer-canada-at-zortech-solutions-3925734995?position=9&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=dEFzRbnEg1UjU9R9ezZ7sg%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded & Desktop Linux Systems Engineer - Optimisation,Canonical,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/embedded-desktop-linux-systems-engineer-optimisation-at-canonical-4007811917?position=10&pageNum=25&refId=qJHsj94ZWlztCGpHM5zW1A%3D%3D&trackingId=cla9vvYWlD36tfjfX0IMmA%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Data Infrastructure - Kafka,Canonical,"Ottawa, Ontario, Canada",5 days ago,https://ca.linkedin.com/jobs/view/software-engineer-data-infrastructure-kafka-at-canonical-4015989239?position=1&pageNum=26&refId=j%2BOo7EObzb7r1Tg4mD0KvQ%3D%3D&trackingId=myO4e0J8%2FcdMWpFeGdu4Ag%3D%3D&trk=public_jobs_jserp-result_search-card
System Engineering Specialist,Telesat,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/system-engineering-specialist-at-telesat-4012978066?position=2&pageNum=26&refId=j%2BOo7EObzb7r1Tg4mD0KvQ%3D%3D&trackingId=vkf4otK3o7U5pqRgDhK%2FNg%3D%3D&trk=public_jobs_jserp-result_search-card
