title,company,location,date_posted,link
Développeur Lead Java,Groupe SII,"Montréal, Occitanie, France",2 months ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-lead-java-at-groupe-sii-3967557084?position=3&pageNum=7&refId=Yo8rJYZKItzj%2FV2pMFG6Bw%3D%3D&trackingId=I2uzbXbOtbpjd5vNGcEQ0w%3D%3D&trk=public_jobs_jserp-result_search-card
Cloud Security Engineer,Dassault Systèmes,"Couloumé-Mondebat, Occitanie, France",1 week ago,https://fr.linkedin.com/jobs/view/cloud-security-engineer-at-dassault-syst%C3%A8mes-3962469656?position=4&pageNum=7&refId=Yo8rJYZKItzj%2FV2pMFG6Bw%3D%3D&trackingId=iaWARXLUJ%2BBfXlVy9qS2lw%3D%3D&trk=public_jobs_jserp-result_search-card
AWS/K8S Engineer,Groupe SII,"Montréal, Occitanie, France",2 months ago,https://fr.linkedin.com/jobs/view/aws-k8s-engineer-at-groupe-sii-3968585453?position=5&pageNum=7&refId=Yo8rJYZKItzj%2FV2pMFG6Bw%3D%3D&trackingId=PP%2BuvKy0auyUNzptti1%2Btw%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur Dynamics 365,Groupe SII,"Montréal, Occitanie, France",1 month ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-dynamics-365-at-groupe-sii-3987184340?position=6&pageNum=7&refId=Yo8rJYZKItzj%2FV2pMFG6Bw%3D%3D&trackingId=qaRvJGcJ%2Bu4SnroqiRhn9Q%3D%3D&trk=public_jobs_jserp-result_search-card
Analyste Fonctionnel,Groupe SII,"Montréal, Occitanie, France",1 month ago,https://fr.linkedin.com/jobs/view/analyste-fonctionnel-at-groupe-sii-3989923144?position=7&pageNum=7&refId=Yo8rJYZKItzj%2FV2pMFG6Bw%3D%3D&trackingId=pmZGeL8OJfGmHXwGyX%2FWMg%3D%3D&trk=public_jobs_jserp-result_search-card
Devops Infrastructure as Code,Dassault Systèmes,"Couloumé-Mondebat, Occitanie, France",1 week ago,https://fr.linkedin.com/jobs/view/devops-infrastructure-as-code-at-dassault-syst%C3%A8mes-3977475899?position=8&pageNum=7&refId=Yo8rJYZKItzj%2FV2pMFG6Bw%3D%3D&trackingId=h10%2FeYgToxAo4BKg0kGe0w%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur Java Splunk Datadog AWS,Groupe SII,"Montréal, Occitanie, France",1 month ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-java-splunk-datadog-aws-at-groupe-sii-3992708607?position=9&pageNum=7&refId=Yo8rJYZKItzj%2FV2pMFG6Bw%3D%3D&trackingId=SZULwahV%2B%2BViYicuJRJoIA%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur Java Splunk Datadog AWS,Groupe SII,"Montréal, Occitanie, France",1 month ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-java-splunk-datadog-aws-at-groupe-sii-3977776670?position=10&pageNum=7&refId=Yo8rJYZKItzj%2FV2pMFG6Bw%3D%3D&trackingId=GnZ%2FW8E%2B5Y%2FecurYnKkZRA%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur AS400,Groupe SII,"Montréal, Occitanie, France",2 months ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-as400-at-groupe-sii-3959826299?position=1&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=5%2Fry8U0V8PS0zcBgxkE0fA%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur Embarqué FMS,Groupe SII,"Montréal, Occitanie, France",2 months ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-embarqu%C3%A9-fms-at-groupe-sii-3970399303?position=2&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=s8yGX6PHwq%2BkNz20uRwfow%3D%3D&trk=public_jobs_jserp-result_search-card
Consultant DevOps / Intégration Continue / Ansible (H/F),Davidson consulting,"Montréal, Occitanie, France",1 week ago,https://fr.linkedin.com/jobs/view/consultant-devops-int%C3%A9gration-continue-ansible-h-f-at-davidson-consulting-3959022870?position=3&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=M6RRDtyRHftxksW%2FS4fS7Q%3D%3D&trk=public_jobs_jserp-result_search-card
SAC/SAP Developer,Groupe SII,"Montréal, Occitanie, France",6 hours ago,https://fr.linkedin.com/jobs/view/sac-sap-developer-at-groupe-sii-3968584709?position=4&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=OhmyMjz1Kyv6OoxAPwsGcA%3D%3D&trk=public_jobs_jserp-result_search-card
Barman H/F - Vikings Casinos,Vikings Recrutement,"Castéra-Verduzan, Occitanie, France",2 weeks ago,https://fr.linkedin.com/jobs/view/barman-h-f-vikings-casinos-at-vikings-recrutement-4009017138?position=5&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=7AZ%2FpbTdPxtgP6Twdksa1g%3D%3D&trk=public_jobs_jserp-result_search-card
Ingénieur Système IVVQ,Groupe SII,"Montréal, Occitanie, France",5 days ago,https://fr.linkedin.com/jobs/view/ing%C3%A9nieur-syst%C3%A8me-ivvq-at-groupe-sii-3928973304?position=6&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=Pj4DhaMOqEmfgXP%2FrlDTlw%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur SAP & Flexcube,Groupe SII,"Montréal, Occitanie, France",1 month ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-sap-flexcube-at-groupe-sii-3982526181?position=7&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=wpSote1WXdv%2F1otX2oU3eQ%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur d’outils logiciel et Moyen d’essais,Groupe SII,"Montréal, Occitanie, France",1 week ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-d%E2%80%99outils-logiciel-et-moyen-d%E2%80%99essais-at-groupe-sii-3976881611?position=8&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=yBz1dETSWiL8wIUTmGz5fw%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur SailPoint,Groupe SII,"Montréal, Occitanie, France",1 month ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-sailpoint-at-groupe-sii-3993976462?position=9&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=llqUYO3FBd%2F4yj9vyxfzDA%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur Centrale z/OS (Cobol),Groupe SII,"Montréal, Occitanie, France",2 weeks ago,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-centrale-z-os-cobol-at-groupe-sii-4007090942?position=10&pageNum=8&refId=6jzP6Pq3NCV7CeNSjgwhTQ%3D%3D&trackingId=le%2Fou%2BMTsz55bUKcL8Wndg%3D%3D&trk=public_jobs_jserp-result_search-card
